Date,Stock_01,Stock_02,Stock_03,Stock_04,Stock_05,Stock_06,Stock_07,Stock_08,Stock_09,Stock_10,Stock_11,Stock_12,Stock_13,Stock_14,Stock_15,Comm_01,Comm_02,Comm_03,Comm_04,Comm_05,Comm_06,Idx_01,Idx_02,Idx_03,FX_01,FX_02,FX_03,FX_04,FX_05,FX_06,Idx_04
2022-08-12,163.37374366991946,168.30413273721496,105.14216221198332,312.5305453660913,71.01913798785947,191.87119331956688,337.0673415435313,289.67407065022525,120.54716364624531,280.22520588816815,438.37459566612154,415.53792396518236,146.92419202001216,529.1792297174317,74.27105643321961,124.16381551278164,162.87239844774058,123.726986376872,161.35442812710932,119.40880557210971,131.96064655894838,86.4541857225626,134.41482720284176,182.43807624023032,138.73214416874288,146.53371547554048,108.54802921312532,74.07716979048705,102.76884598986294,105.62347778414525,184.64016637328348
2022-08-15,162.23988456585403,171.71086120324878,104.516664207775,316.5394061867672,70.43736146628868,184.1991985482457,340.9306789784297,283.34027066063123,119.27239432868275,278.13760410278275,437.78274613913266,420.2536910243124,147.07513477596171,516.7077601006994,72.26139807764724,121.60571428047842,161.31485517042861,120.12629758902729,160.6183228319178,117.88208251675843,128.38921123514007,88.31341579541333,133.792670994126,181.3449496977345,140.72122773012396,146.8576368968136,108.15198146414392,73.64409761007839,103.63287830767321,104.36068478485568,186.00763899154433
2022-08-16,162.40184890916316,170.24408087005497,103.14839007605995,330.62854264623024,71.51781184012262,187.00515769939773,342.2487843422913,284.4085988978523,116.4457761899274,282.9419246340725,453.3685375574445,420.9792668354316,150.33841934788703,552.4073333740245,76.25199364374038,120.48880490685569,160.5722967280117,116.25688354764077,171.678329901112,118.12570548780937,127.6967936189789,87.16246304142653,133.75992521180123,181.29031930822873,142.39519475223977,146.69788699569057,107.03969142013953,72.96607579854503,103.90018573640509,103.02165550666038,185.20735855878237
2022-08-17,160.27989861001052,175.02303580077225,105.35718363894368,320.1588933605863,70.39580186928953,186.89863116438625,334.0675404891818,287.6899143764412,118.27477288817474,280.0822216046353,445.674271067269,433.85709350594925,147.92395073450683,542.8198816202936,73.52461309504534,118.36306123215661,159.40414479707235,118.37968594529818,170.11410395506323,116.87510189034913,124.01603329530128,88.09207385618608,133.20326056773513,179.84192808040063,142.50938685233743,147.94732220951494,108.04358481861776,73.02841525283729,104.07234680479729,103.81584362776894,188.99502277788685
2022-08-18,158.8382761962573,173.5089187647591,103.4611359324605,320.7816736487779,70.76980519290056,190.55703235552718,338.4308489241656,290.20820451886215,117.05544682070794,276.42175798282625,436.7962684165622,426.2392044263976,152.58311478877204,554.9795344035093,74.01267059360771,116.7837632665702,158.95136930319222,121.59075591688091,169.08354250168745,118.45054644205678,122.33965731561638,86.58698244276731,132.45016219608672,179.24076323922358,143.3007882121874,148.68223564119148,108.68197856540445,73.09681489299236,104.74831189966164,103.75535089244288,185.58666807135498
2022-08-19,154.40000285728084,175.68547072027692,104.80987524453916,309.53369812770296,69.85556842002724,188.31933507485866,331.2495470712269,293.336878630249,117.05544682070794,275.33508089973344,441.5312501652402,435.3081092101463,152.48877972496447,556.6163896040906,72.11785503190073,114.44184653981094,158.25408841016332,121.95350835804626,171.8071478890172,119.65242854316065,123.72449254793867,91.19079345871455,130.6492124455002,176.78127751188836,144.88844373448282,149.61987105852802,108.39737017691328,72.44851195902355,104.96952148621989,103.26556570151023,186.87671775673672
2022-08-22,150.57727166638014,176.15861859706843,104.41892719552027,301.3214826479689,69.14911723863165,188.2838371708023,316.7959647086631,303.71507993454713,116.11323064505996,269.04365091282017,427.918302872409,432.76879774829115,148.92367617971436,560.5917140485769,71.644151141474,113.33092733818289,157.0225412776272,121.22800347571557,178.13765693769102,119.23014459620059,123.0685203055895,105.356348279325,129.5031646859542,173.77526886071257,146.10899591897717,150.99272492359884,108.79919413839166,72.05591805396134,105.28017836884389,103.34252451322705,185.07126015645758
2022-08-23,151.0470148480773,172.75185028532516,103.0702004662562,306.84811822474455,68.60889618288735,194.3930215354772,322.7046629991649,312.2618268322107,115.72527223828533,270.84528413114003,426.5372711673638,418.43995537357637,147.69758650451328,571.8939490433568,75.36200725981959,114.16561141903165,158.181650963596,125.94383646301146,169.17555785735323,120.33457595995714,123.87026292161998,106.72864297253906,130.19081245931955,173.85724326454792,147.64742640031136,151.5491428069463,108.15813912663485,71.36836086523705,105.37354808160948,102.64259019053699,180.83133501208445
2022-08-24,151.1603898883937,173.98204671869587,103.20703228341279,302.1387918627329,69.10756590397783,190.55703235552718,321.29567876326905,320.04552822705716,116.83374219374916,270.75949703277666,424.9589810243579,412.6358472507745,147.1694199358385,555.7589718156547,74.04137780987897,113.46304327309412,158.27220606237205,127.48891441701349,171.69672244216446,118.90531138658777,122.88630455809624,101.01814759045044,130.15808033245025,174.07585704521642,146.5900020298918,150.65336986633008,107.81569052709972,71.56540250162418,104.90772497983112,102.77192699377254,180.62562517350088
2022-08-25,151.0793921880389,172.70453350536056,104.63393603966607,304.3183298863573,68.73356671153947,191.7291032348142,322.4319764907359,318.9771596565378,116.66748841393333,273.7908263352852,427.918302872409,413.36133244986604,147.92395073450683,571.8939490433568,74.759113931782,114.76010449242284,159.16869269698333,124.30471082052739,172.52484309302167,120.52947743465174,123.5058314266334,96.41434501783485,132.97406740237253,175.9888083208804,146.30426533073003,151.03678980371288,108.11379025974726,71.58109649990027,104.72619734986002,103.23471394513666,179.3548087297458
2022-08-26,148.53628801018186,172.89382054807373,104.6534960249316,288.594539909176,67.23754928592267,190.9122247445665,320.2957617092613,317.0693341496793,117.49884088053119,271.2456297097629,422.59150870329574,417.53301958918775,146.433752823003,570.4909303000013,73.66815614079184,112.53227591717207,157.212704774239,125.03022595328738,171.0710250436911,120.56195843222264,127.259482497935,113.14740723015998,131.00941605107303,171.37044810637514,145.9188423343506,150.4660647044261,107.72889243618351,71.59680333755321,104.47322657855933,103.11626812365758,179.43622493205044
2022-08-29,148.2447366635252,173.6035324018336,103.93027359128313,286.843130438505,66.44798304170146,193.36297509525804,324.0682452182883,312.7197307671676,116.16865870106143,264.75407033049214,415.883757042244,409.7337705363666,144.56633109877393,569.3996237185165,74.81652836432453,111.42136816902777,157.25798232362703,130.3372319474309,172.11997903811925,117.80087227819658,130.86735207398868,116.0247848934612,130.19081245931955,170.9878624623746,146.80181568463937,151.5204947505883,108.12910116817147,71.36269014047134,104.76172484761506,103.2143192806863,177.541312880443
2022-08-30,150.28568926232307,175.07035258073685,106.08041236399943,291.4746487387068,65.61686546282642,184.94508123038065,331.56763559642843,300.4337644559583,117.22170819757093,264.153508565604,417.65930562321057,410.8220662940247,147.32036269178806,543.3654302393899,73.98395641294627,109.04341878243054,156.04454178921046,123.12239555811999,166.39675729673172,115.15348510493786,137.4999986098042,116.0247848934612,128.65185627824246,169.758119598707,146.8834453478095,152.70602664151554,109.80122244618671,71.90366016395028,105.61457337999059,103.96408273234508,177.93649229059173
2022-08-31,150.59346810071108,176.2059552998878,107.48777500920906,275.1280609292388,65.1597553387351,179.40415873618923,323.02282636285565,296.00776980657366,115.33730623446357,265.0400215387761,420.8159230157758,403.92966241356464,150.8665859165618,535.5707944388216,73.92654198040373,106.65945631687117,155.10277760521117,120.31439296599143,167.9609832427805,114.29267671223222,144.7157488834781,114.51970192337406,129.11025626442313,168.61037419453606,147.12697976098565,152.85807653688036,110.03176221328587,71.98295615524005,105.9063493338792,103.89534046386675,176.92635611942444
2022-09-01,148.95745741758648,172.94111740518366,106.92090662953898,279.64285836467803,62.874171668897084,177.20204141668313,317.2959357087485,287.6899143764412,113.06491547639297,257.46171564128633,411.54340348914775,399.0324900751514,147.1694199358385,510.1602869625512,70.52447916982241,105.39242613190198,153.63577837258603,116.36436954888578,170.4453451953523,110.91440513655147,140.67055706481392,113.14740723015998,128.09517797872084,166.3421928170318,147.21330441203267,153.4773049475479,110.63166405464237,72.08340287995782,106.11635931222423,104.2550505611796,174.51112028359688
2022-09-02,153.8168691065671,173.79281944454684,105.47444917942748,276.87948794400484,64.45330002616684,180.5762952611611,338.5217527423629,296.77091614263634,110.90338842737249,263.6959310842486,419.2376328727699,394.6793976565464,149.6027356004079,518.1887592203454,73.95524919667501,106.7435248875039,154.8311123088831,116.71369392771747,161.685686917533,111.14178760881697,135.09475964014612,112.74900018288257,126.91638443685002,165.24910085802796,148.76566204227896,154.34221061617276,110.29403327462113,71.46070594317634,106.30899229645247,103.74854552948447,174.39366368229898
2022-09-06,150.83644567307522,171.37966366635115,102.75746090126296,277.8136057440069,64.1208521683823,180.25665001044177,338.2035893786722,287.53735367583573,112.34439633065661,265.2974001926478,416.47560656923287,390.8704304637637,147.81078525415364,523.3332136151381,73.78299197026706,106.85762449249614,153.97989216957063,116.72712199005113,149.88959210328184,112.68475116295369,130.10204371020356,119.12350449598968,125.41016038264223,164.83920578318987,148.68140213379965,154.72674016137228,110.56772155299043,71.45999549765854,106.24772327066883,104.0659678620278,174.5125266782762
2022-09-07,150.69064670669655,172.75185028532516,105.25944662668896,285.05279062078637,64.1208521683823,176.02995412597488,337.9763547793419,270.82533221529434,112.17812735674646,263.8675226397568,413.1216565256002,381.80148037400113,146.05651237563418,519.0461770087813,73.12268420968692,108.91130284751931,155.32916535215122,110.09002029482488,144.31358089085188,111.6777627919098,128.2069954876468,109.07480842502653,126.52346235986343,166.2875508996953,148.95196231752757,157.72476598413175,112.09540204821671,71.07026049383667,105.86054762974825,105.88968653390603,174.62891767466851
2022-09-08,153.6872976319198,173.17770130500676,106.5104426351056,290.73509495346735,64.78574788395139,175.4261287057502,332.06760659651394,271.206945716624,112.28898346874942,267.2992148796698,418.84304178374174,390.8704304637637,147.69758650451328,532.9206653688691,73.72557753772453,110.07025795994213,154.66810870945056,112.23968906757892,145.6569734933297,114.86113289289597,129.4096260940424,104.51527424025633,125.83584189740915,166.3968462621989,147.59198082919403,158.8012368764708,113.97504266630203,71.77213786751648,105.92991996212761,107.59475954201676,176.62448702173626
2022-09-09,157.70440156349167,174.12401698144444,105.49401545610029,296.72885960662455,66.65576450200655,180.00801697925638,334.022038687757,274.6408823957657,113.896275540038,273.64780733418934,421.80240073834614,387.9683537493558,149.86682720206707,549.8350800087165,75.87877197465323,112.0398791978163,155.4106560977783,116.60620792647245,147.14758539983245,116.32288620847085,131.34110856884456,100.88535087024574,127.70226955718975,170.6325977770423,147.48097132592045,158.50154189252856,113.94560378648076,71.88927150231837,106.02299589074727,107.47253728228681,177.6916305265569
2022-09-12,163.79489754862382,175.73274765453212,108.07418449992277,302.8783456479723,68.02711966131655,180.86042619640287,345.43034314070945,278.38012197596055,114.00713165204095,279.3672654694084,436.20445599612685,390.3263505439553,149.37640463970152,562.7742225399006,77.37165865100182,118.6272701950116,156.48826398403082,117.93631387798442,151.8034518306721,117.76839128062568,131.96064655894838,105.66622699424317,129.60142934383964,173.01010910054217,145.8898833334966,157.11325439146205,113.61757887291691,72.31571856428376,105.50131744521335,107.69304272614255,179.64755596279784
2022-09-13,162.92019692255323,172.84644399954496,107.1554754589503,286.80414745917204,66.90510142813812,176.56270168098084,337.9763547793419,272.73315772215284,115.50356761132656,275.33508089973344,434.2315376575393,390.50766521121096,148.32007150235202,561.8388243751741,77.14198699205134,116.4354742795988,154.39644341312248,117.30484643370653,152.44755932033243,116.32288620847085,122.70408881060295,120.71713268509936,125.60663507659105,166.9980456868679,144.45612346424085,157.10114957891642,114.26479333347723,72.73326365831508,105.06765314982746,108.75354108322432,179.55464822543402
2022-09-14,162.79060991920574,170.24408087005497,105.27898144632533,286.2593857619317,68.73356671153947,181.8904890480432,341.65785963168236,279.8299830479148,113.2866125063046,273.7622190633097,435.61253225603116,376.3601375037519,141.8311798262362,541.1829217480662,74.58685670537405,116.92188082695985,153.62672507352627,118.87680101323443,167.72175735815716,115.16972560372332,121.9752258206298,115.80345139756558,126.22879128530676,167.54460319420048,147.32886423969106,159.10533666720045,114.03714212376327,71.6739893912509,105.59647452540663,107.99332329634342,174.92644191080683
2022-09-15,163.14697806058646,169.25044841365263,106.8036347976479,281.8613618235402,66.3648721100485,177.8058504254866,339.2944351970404,271.89372095246284,112.67694947257121,275.5066377376786,438.96648229966377,379.8063167909751,137.66245496898014,541.650699334164,72.92171280261755,115.14441468574847,150.81046371240973,114.33561483971044,153.18366461552392,114.45508944472131,123.57872217425738,116.29039522053391,124.88626883181195,166.06892559119615,147.43684896085912,157.47355749933064,112.8901111821621,71.68829673682959,105.69496578249193,106.80746272672717,174.77077200430074
2022-09-16,159.79395899398247,166.78999577834708,105.39627844384557,282.6786359501141,67.90244913266443,178.16102640310473,330.5677684347467,267.69665810390745,111.34678248719574,261.4653450153304,435.2179782735564,377.6298611937002,137.22862346411296,530.8940652943036,74.87394279686706,115.87101224056715,151.38095420224516,114.34905315247339,142.87817293270822,115.67321978924525,126.34840376046859,116.42319194073862,123.74022107226594,165.0578080360277,148.139032399822,157.96055764517683,113.28786749248825,71.71908556246314,106.24395939823333,106.6299374892951,172.25990721812042
2022-09-20,156.92689507210676,167.73633137763952,105.10306740708143,279.40857451858784,66.98821649096377,173.03657654471476,333.84023105136225,264.1100195576164,113.56374518926486,266.3268800905712,436.99356396107635,375.63465230466034,134.7575305239472,527.2305576833338,73.20880585850072,114.70605550266588,150.29429301693287,113.46230901784588,142.01324964961157,115.25093584228516,131.4139993164685,120.23018886213104,123.44552268679824,162.8169591450223,148.42724152957447,157.80410294302456,113.64333223049294,72.01544833819946,106.89054344354523,106.31748007765928,173.3605653970742
2022-09-21,155.38809405236807,164.51882022432736,101.89738777623603,275.70524411424117,68.06866273362505,172.13627880050566,336.20370537833037,260.2945298770924,112.62152901361686,270.6165127492439,448.6335558087665,368.92365370348347,134.77639420978,534.9472654434345,72.89299862195612,116.56157713554786,150.73801521175324,111.43356455909984,143.15421022463823,114.08153473875218,130.61224557887144,123.9043806199871,121.38263398852436,160.68539408868983,150.19306986911306,158.2216853513695,113.27601464622595,71.59322971100275,107.52806952140097,105.34552991642892,171.05254861952832
2022-09-22,156.2141898467457,164.47147356008063,101.68237893209024,270.1501871033883,66.48953850752794,172.7484904569637,334.88562496063184,261.66818118201576,111.73473329692322,273.56202023582597,440.93936353169784,365.29606913697705,131.23016266768448,537.5194664729195,72.49106973659771,117.38425796543982,151.2994634566181,112.17250775419348,130.45638949505104,113.64301029300663,132.0335261850057,121.07127134453133,120.79323721758894,160.22083404085393,152.96968832973965,159.0083636689182,112.2400013647955,70.58748280593453,107.97745244804662,103.94762871331848,169.4223369286262
2022-09-26,149.70255551160935,156.23844349908285,95.87698285497143,257.3459275374485,65.90775372361183,161.5488442872048,314.1143519641674,241.67480390958733,108.46472109834463,261.2079663614588,418.2511551501994,351.2210990106299,126.08054278176652,501.274344580498,71.2278616835898,110.52663347294367,146.99809626475692,103.06327928247816,127.0334902198365,107.63358429821798,130.10204371020356,142.8065431767495,116.37278874648447,152.81511353933337,155.78603664576124,158.12141715411653,110.01543172509662,69.57655307242008,108.39055446625787,101.4990948859336,161.90341953450027
2022-09-27,146.1389983274037,158.74621291435304,97.32344659649021,257.70051124370355,66.03242425226395,163.88957247016918,310.7509855293544,251.90040417998176,109.73948281886004,261.17937644826486,422.394250265335,349.40734070688706,127.60845974761419,508.21161492845334,72.86429140568485,109.6318987768596,147.30597475732407,105.46822474558178,122.39602510511654,107.94217700904534,132.8352799226028,144.3116345901683,116.24179196172975,151.77667502549667,156.11300244014433,159.16592797888717,109.98547216866466,69.10114090702494,107.87586579035143,101.95558697291303,161.9099781785896
2022-09-28,140.4372788810143,156.33309698186682,94.74327126126045,265.6982150725356,64.70263282112576,166.44642265892102,313.38709647242547,256.2501083957391,109.35150921799111,256.5180228417263,418.44848780126694,346.8317164749656,126.87279263477866,519.5138499232332,72.49106973659771,112.86855019970294,150.35768821852963,110.37216336027112,126.38940028031075,109.85869526915121,137.24490323625355,133.5989380315183,117.25687024743206,155.4385480743393,156.6716402413592,159.4215412704757,109.84707643156256,68.90353433805737,107.95229743170268,101.75520025505584,161.98660881845746
2022-09-29,137.79698056847155,157.39330165732252,96.01381467212803,256.40033589924496,63.53906738446617,167.9949387177018,291.93411967797,252.12931581416194,112.04600710977255,247.7672180452172,411.54340348914775,349.1254919949937,124.85468599157572,531.5955746659813,69.01724584972838,111.75764245155864,150.18563132003732,109.13610509724121,126.4998169520962,111.7427325316862,138.81195421606913,140.9473215472304,114.63733056054757,153.60759425817199,154.80073360171917,159.09871264477965,110.90387428453595,69.70758747253443,107.90785678354338,102.77645909231836,163.8938734951835
2022-09-30,141.2633591466917,151.17659399274132,89.95431494596153,249.54517372031395,65.28441760504188,167.52675369369805,287.25262293313244,252.66351018274617,111.65305744302081,251.65648776648553,421.40780964931804,338.0935682450149,125.87332502654682,540.2475759191626,70.98382945211351,113.85335509189818,150.53879841608168,106.79833069709377,124.5123256350253,111.80769452682799,139.5043718322303,139.9734423446254,114.2116558735084,153.06105980650077,153.58252233554998,159.13507751913545,112.31619876630975,70.5791586099577,108.39725203638156,103.6153561610703,159.61468028650665
2022-10-03,142.15427173579346,154.6945716795425,91.81125526472826,250.8452788883921,65.1597553387351,177.28593660185933,287.34350180516674,263.804837656458,109.46378597781099,252.2284075418351,419.04033732825576,346.21281367335496,128.67948959257683,543.0537180775194,73.52461309504534,123.2150318269406,153.30072892875043,112.36060313115763,119.06514118556774,112.32742921113538,144.49708776217287,133.2447993720863,116.0781040164723,156.09440094417545,153.07450360531013,159.55926713766152,112.19320614252189,70.31444061831014,107.6334809393288,104.23634464239183,161.86403061051615
2022-10-04,147.32144673446186,158.0197957469088,93.70729038839688,265.5406340102635,66.86354596231165,185.1005138005692,298.4790948035271,270.7490619483162,113.95460566805052,259.43492305633293,434.8233871845282,354.9509845563125,132.96561344698011,565.8140964838373,77.11327977578006,126.32559184731863,155.85437829259865,116.24344523487781,125.81891560526377,114.27642846881216,145.00728963084072,128.6852567439845,119.87639627886104,162.35238756935576,151.73644521162853,159.23203370517803,112.41336082461703,70.59720221419335,107.12168505868209,104.93987353077587,166.45663163430442
2022-10-05,142.91558179284743,158.6944632992128,93.57047115405486,267.5104850091409,66.07397971809043,184.6323615994079,294.57025556720396,269.83329441170054,115.4141199781904,253.8584665634282,428.31289396143717,355.4606772116414,131.87006413736358,570.1790611306618,76.68263670976022,122.97484081948302,154.9759982561069,117.90944750288782,127.53036085533739,114.7474416567632,139.17638571105567,126.38335123601088,119.94188784351066,160.63075217135335,149.59182209388962,158.42551694484618,113.57595839636234,71.69044519255213,107.24304323076001,105.90519904584906,166.05256545630894
2022-10-06,141.36056881007764,160.04383824953015,93.51182265529474,263.2161817610359,65.40908400252134,182.61570975088694,300.84256913049524,269.45176157696744,114.90889355161877,252.1426378022533,425.3535721133861,361.35893123113425,133.50377743645336,571.192439671679,75.93619337158594,123.67140733994215,155.0031581532862,118.83648607494561,128.3032775578356,112.87964489301368,137.0262421149483,135.10402944493705,119.22152159873156,157.81603634217782,150.6132515572532,159.15491596191856,113.2609170935091,71.16394514675835,107.18233172195282,105.67125688898527,168.09121320421872
2022-10-07,141.29576754405375,158.59807652806802,92.06535891377595,254.23346471228956,63.954630305076364,183.33595779310693,296.0701935136234,268.91762770833066,113.33711007870617,250.941514272477,423.7752819703802,360.1209897098716,132.25445748147672,559.0327345526402,75.73522892890674,121.25142366802856,153.9889454686304,124.46593982239492,124.18108439473623,110.84943539677505,140.5612320649446,138.82248959063855,116.73295138569075,155.30192022533683,153.61547930927392,159.80497802009816,112.32417444444582,70.28828252791922,107.97368210351976,104.02921550527009,166.03541141541086
2022-10-11,138.54209419119462,155.2728723835564,90.14977638765639,251.55442875680706,64.16240350303612,175.73745336592097,280.2076518613268,264.18635032454193,112.1021416911589,249.79764000421468,417.2647145341824,345.37537731414625,132.65808879090343,559.1106625931078,77.34295143473054,116.65766041062113,152.01483989367733,120.04567796287888,121.38388251799503,112.97709563036098,138.77550884225718,148.87118566160174,113.26208963563897,152.73312760766734,155.74838468416047,160.5046193729959,111.90562542987857,69.72112445550344,108.58952512307978,103.0537939115584,161.95750100042483
2022-10-12,137.1814694777962,153.9717107416661,87.96054281003819,248.9935873700761,64.53640682664715,174.00888760515105,279.7077058074044,262.58384788538575,111.4846536988617,250.31241467073949,418.44848780126694,340.3509403829491,133.33082704703222,555.2913512370259,76.96972280125323,113.36095837254246,151.2541859072301,117.25110343308403,118.42105124604201,111.88890476538984,144.16910164099826,148.60557533452902,113.39305228175492,152.24122354550192,156.49029797851838,160.72057259125788,111.9420622595835,69.65011414206,108.99567116328788,102.70321845340227,160.5282750537386
2022-10-13,140.72884575637116,155.46563596441857,86.80727752246898,254.1547092693437,65.49219493417431,181.60737562091586,282.1620590064068,271.0542640161237,110.97943486933725,252.1712103566657,421.6051051938321,338.7853457698341,135.5026793836299,564.4890057809496,78.40519504505926,113.24085714207179,151.22701495596164,119.72323020957309,124.05226640683107,112.63602192196274,141.2900950549177,141.38999698235327,113.7204964495474,155.38389462917215,156.20953244299093,161.6758440479838,112.69815080376667,69.70623933796749,108.88779055343124,103.49934573102175,161.86657685423037
2022-10-14,142.73742101520742,158.0197957469088,89.52427838344806,249.5845602138344,66.44798304170146,183.66003412755038,282.4347455148358,257.6236387007677,112.88804102466237,254.88796382013317,428.70744794391203,353.3489639080968,136.65589268525648,556.3826054826877,78.63486670400971,108.17870366722227,148.66430123896444,115.02082528461086,118.75230126139837,112.08380624008444,142.63848491342804,141.74413564178522,112.01779770139082,153.06105980650077,155.09157297678078,162.2884484362305,113.63039090013353,70.0175471483316,108.59131523210661,104.64040393769636,165.70839530586315
2022-10-17,147.01369895347432,157.82700228176455,89.48518357854618,258.40960847983314,68.11021819945154,185.8207126085256,290.388779714778,263.42328465507575,111.31624235765545,260.1498791915599,438.37459566612154,351.2008019164444,137.69377800286298,567.7627685179351,79.78324589193258,112.13595101940588,150.0497986718733,114.81929159488375,110.39749826341418,112.24621897257354,145.15306000452205,138.86675797848403,115.09575785763926,156.8322512735083,155.46500205455035,163.76377290194804,114.52267626123947,69.93163031839087,108.71921051126692,105.33803154261419,163.93935037920264
