Date,Cash,Stock_01_Shares,Stock_01_Value,Stock_02_Shares,Stock_02_Value,Stock_03_Shares,Stock_03_Value,Stock_04_Shares,Stock_04_Value,Stock_05_Shares,Stock_05_Value,Stock_06_Shares,Stock_06_Value,Stock_07_Shares,Stock_07_Value,Stock_08_Shares,Stock_08_Value,Stock_09_Shares,Stock_09_Value,Stock_10_Shares,Stock_10_Value,Stock_11_Shares,Stock_11_Value,Stock_12_Shares,Stock_12_Value,Stock_13_Shares,Stock_13_Value,Stock_14_Shares,Stock_14_Value,Stock_15_Shares,Stock_15_Value,Comm_01_Shares,Comm_01_Value,Comm_02_Shares,Comm_02_Value,Comm_03_Shares,Comm_03_Value,Comm_04_Shares,Comm_04_Value,Comm_05_Shares,Comm_05_Value,Comm_06_Shares,Comm_06_Value,Idx_01_Shares,Idx_01_Value,Idx_02_Shares,Idx_02_Value,Idx_03_Shares,Idx_03_Value,FX_01_Shares,FX_01_Value,FX_02_Shares,FX_02_Value,FX_03_Shares,FX_03_Value,FX_04_Shares,FX_04_Value,FX_05_Shares,FX_05_Value,FX_06_Shares,FX_06_Value,Idx_04_Shares,Idx_04_Value,Total_Value,_fx_exposure,_hedge_score,_rms_unhedged
1991-05-07,115785.01503119335,-6,-433.3128613333871,-7,-645.0747630548333,-6,-620.3576627746129,-6,-402.9788121699188,-8,-636.9330967328125,-6,-498.11239100148566,-6,-1132.9135599589013,-5,-491.3299533353776,5,540.3405194831636,-7,-651.173839763011,-6,-512.5786913820981,-6,-338.73238559214724,-6,-602.8037033383575,-5,-424.82876376268325,-5,-257.1711096800065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-15,-1329.7410977210436,-16,-1358.307646332683,-16,-1402.792683614743,-13,-1342.5754420383453,-15,-1373.2905708226035,-14,-1340.6961617318098,0,0.0,100529.65035453565,"{'Crncy_03': np.float64(1264.3253386875801), 'Crncy_04': np.float64(-5165.620783617665), 'Crncy_02': np.float64(-2706.4300499334877), 'Crncy_01': np.float64(-500.2355795328954)}",0.0,1900.5499688573855
1991-05-08,116085.45670735007,-6,-434.65141955591025,-7,-615.829356645746,-6,-598.4129419800685,-6,-417.5382456920909,-8,-673.5449369545872,-6,-516.12450164664,-6,-1181.585534962838,-5,-518.6793606324584,4,414.9813803928981,-7,-675.5929043209214,-6,-533.7060438209722,-6,-330.58675125599564,-6,-619.8562300664937,-5,-452.9577911670232,-5,-279.2798939964249,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-15,-1367.88432338945,-16,-1353.177626775845,-16,-1372.386389975977,-14,-1419.873420863645,-15,-1387.3018525690934,-15,-1391.1308179469183,0,0.0,100360.33774352387,"{'Crncy_03': np.float64(1214.1868676144584), 'Crncy_04': np.float64(-5246.5425041876515), 'Crncy_02': np.float64(-2886.9222254484393), 'Crncy_01': np.float64(-514.086670283639)}",0.0,1983.4025385637167
1991-05-09,116991.08425119473,-6,-452.9646458136961,-7,-615.829356645746,-6,-584.9087365197931,-6,-396.2847480571229,-8,-692.5495209863985,-6,-524.7970194230827,-6,-1235.4352124556233,-5,-522.5179818465856,-4,-414.9813803928981,-7,-675.5929043209214,-6,-547.7908712338019,-6,-325.8187474430424,-6,-619.8562300664937,-5,-459.0043765823406,-5,-283.45133678316677,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-16,-1433.1094621957143,-16,-1354.95811020339,-16,-1384.0843264174532,-14,-1430.0944378963627,-15,-1372.4208956134403,-15,-1418.2009252741386,0,0.0,100246.43302502352,"{'Crncy_03': np.float64(1130.0573763506168), 'Crncy_04': np.float64(-6098.781582896461), 'Crncy_02': np.float64(-2951.8455392154783), 'Crncy_01': np.float64(-431.21332280939055)}",0.0,2170.5122894003666
1991-05-10,117019.45727675402,-6,-456.615132094868,-7,-629.0136337170644,-6,-604.3210271503829,-6,-410.342148481655,-8,-687.7983419290642,-6,-540.6966353465609,-6,-1204.8858322900119,-5,-543.3900120425155,-4,-408.065027091836,-7,-702.1823458256085,-6,-558.0094009426917,-5,-280.45582823225493,-6,-619.4300004873951,-5,-461.8960283660106,-5,-286.9970988443919,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-16,-1431.9598345759819,-17,-1438.8937462251265,-16,-1388.0044418282132,-14,-1434.891639939364,-15,-1375.9199968942175,-15,-1418.600827611192,0,0.0,100137.08829683761,"{'Crncy_03': np.float64(1147.3344265222424), 'Crncy_04': np.float64(-6167.35453185607), 'Crncy_02': np.float64(-2922.386524160951), 'Crncy_01': np.float64(-451.6918633475332)}",0.0,2176.530687544187
1991-05-13,116831.5071007682,-6,-456.31092490477033,-7,-627.3356500309054,-6,-607.6972106350215,-6,-416.19943813276075,-8,-687.2394107923251,-6,-531.8016279146481,-6,-1210.0635347788602,-5,-556.5849006434472,-4,-406.33599954296153,-7,-693.5001697254718,-6,-554.2809725996009,-5,-281.44907741119687,-6,-602.8037033383575,-5,-449.0144839361765,-5,-277.40276476501,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-16,-1412.8965530437956,-16,-1354.6054566645607,-16,-1404.3420721755626,-13,-1347.731684414965,-15,-1373.225085099384,-15,-1438.1153245929522,0,0.0,100142.57105562546,"{'Crncy_03': np.float64(1078.1848014884845), 'Crncy_04': np.float64(-6119.880791053161), 'Crncy_02': np.float64(-2910.608747485056), 'Crncy_01': np.float64(-405.7151321017809)}",0.0,2167.57302221336
1991-05-14,116734.86492077002,-6,-446.4546119456061,-7,-611.7543330994056,-6,-598.4129419800685,-6,-415.19537193748056,-8,-678.854981049898,-6,-542.4754694364334,-6,-1194.5298286042148,-5,-577.6964602384726,-4,-399.419676630095,-7,-700.0117866116417,-6,-546.4101182121696,-5,-279.2968440290992,-6,-598.5405092763945,-5,-448.2258159480306,-5,-279.4884252199755,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-16,-1411.374061849035,-16,-1353.0893961421793,-16,-1398.8520800745453,-13,-1343.9671534502404,-15,-1367.913735834195,-14,-1342.185042083956,0,0.0,100200.71627711688,"{'Crncy_03': np.float64(1090.8817611476204), 'Crncy_04': np.float64(-5983.010314039349), 'Crncy_02': np.float64(-2937.6191207694824), 'Crncy_01': np.float64(-487.0195005577741)}",0.0,2153.578984777477
1991-05-15,114128.65602241871,-5,-346.8977543950097,-6,-511.21062805349095,-5,-480.39012140718916,-5,-334.97897690898634,-7,-571.9890960176239,-5,-432.1422141667666,-5,-925.9722380301255,-4,-429.9137583246676,-4,-399.419676630095,-6,-552.5674633797007,-5,-416.6773038756856,-5,-273.17124581995483,-5,-468.586840097286,-4,-327.24432319981156,-4,-203.90145082852206,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1134.5151376206813,-13,-1096.4201614059064,-13,-1135.9554649240379,-11,-1139.6643872493005,-12,-1085.0068524264586,-12,-1159.706159978084,0,0.0,100702.32476767933,"{'Crncy_03': np.float64(963.2001527773373), 'Crncy_04': np.float64(-5056.273458218759), 'Crncy_02': np.float64(-2374.7943128644956), 'Crncy_01': np.float64(-207.1954728289984)}",0.0,1728.8939902535155
1991-05-16,114128.53393485148,-5,-332.09300447692357,-6,-493.7457632774712,-6,-551.147543397032,-5,-335.53670374143644,-7,-569.5437144579723,-5,-423.89596667956056,-5,-902.2404467859199,-4,-436.0554716006666,-4,-378.67061672690863,-6,-537.2184308235691,-5,-404.70984074799367,-5,-263.89996683600543,-5,-468.586840097286,-4,-318.8318384916819,-4,-194.22363809802252,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-12,-1066.5729422588165,-13,-1097.709332348136,-13,-1129.0316240768873,-11,-1131.3876541688173,-12,-1097.0067810383055,-12,-1140.0290925709896,0,0.0,100856.39672215108,"{'Crncy_03': np.float64(1016.3304627396251), 'Crncy_04': np.float64(-5054.233939233431), 'Crncy_02': np.float64(-2295.739406101161), 'Crncy_01': np.float64(-276.7569036434834)}",0.0,1708.7588460015177
1991-05-17,114360.23923878108,-5,-331.78875846508134,-6,-481.2119579049709,-6,-528.3589937849067,-5,-334.0026260003864,-7,-579.325529878665,-5,-432.8835591517724,-5,-878.5086555417139,-4,-428.9541080627986,-5,-462.5312789495044,-6,-551.6372757929122,-5,-410.6935955034291,-6,-313.50124568856745,-5,-464.6790702363068,-4,-319.46277288219864,-4,-197.22710058339993,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1146.3649582412393,-13,-1099.8435621100873,-13,-1134.770258816003,-11,-1134.9316645567287,-12,-1091.786761045791,-12,-1151.302004692266,0,0.0,100886.47350089236,"{'Crncy_03': np.float64(1020.2284647401505), 'Crncy_04': np.float64(-5171.519301946306), 'Crncy_02': np.float64(-2377.293353902838), 'Crncy_01': np.float64(-186.1823373176203)}",0.0,1734.7731343649893
1991-05-20,114614.39626764659,-5,-334.374480759167,-7,-566.9275051637586,-6,-544.3955539122397,-5,-339.9994394661121,-7,-584.7054734154495,-5,-449.46857352079337,-5,-900.9459899809941,-4,-443.73243169580456,-5,-456.04738765598074,-6,-562.335110033401,-5,-408.5071852182375,-6,-317.0772145687797,-5,-475.3367226982596,-4,-321.5659398530672,-4,-197.56077839863758,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1139.4451116134733,-14,-1185.1564399914425,-13,-1134.7977976779298,-11,-1134.2797323589102,-13,-1174.9540874896354,-12,-1158.9877185099185,0,0.0,100783.7955936646,"{'Crncy_03': np.float64(1061.6705633374638), 'Crncy_04': np.float64(-5363.389617480049), 'Crncy_02': np.float64(-2321.7688486636507), 'Crncy_01': np.float64(-279.4918835344454)}",0.0,1782.9678274827975
1991-05-21,114614.39626764659,-5,-339.1404322257748,-7,-555.9004663445471,-6,-530.891084212825,-5,-349.34316217955933,-7,-592.7753887206262,-5,-446.2257174540566,-5,-942.3687948348952,-4,-451.7933244956346,-5,-447.4018320739199,-6,-562.335110033401,-5,-418.63365359372233,-6,-307.7398171359085,-5,-485.28399252838165,-4,-327.45458232750445,-4,-198.39508436695897,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1132.148797974606,-14,-1182.5033340772748,-13,-1138.2566512240692,-11,-1140.289673460409,-13,-1173.6159846827798,-12,-1163.8457547407031,0,0.0,100728.05362895902,"{'Crncy_03': np.float64(1015.5425835525607), 'Crncy_04': np.float64(-5326.5389398092475), 'Crncy_02': np.float64(-2337.2973414869903), 'Crncy_01': np.float64(-307.3887447840382)}",0.0,1797.914113474474
1991-05-22,114350.5366073305,-5,-348.41875152375343,-6,-501.9643649610533,-5,-473.3567046560762,-5,-336.65237670754493,-7,-591.3081944866857,-5,-433.4393319763275,-5,-930.2871148350199,-4,-436.8229740103292,-5,-460.3699185429224,-6,-573.0329442738896,-5,-419.3240208279027,-6,-314.09728014468925,-5,-479.9552078840246,-4,-328.71652961225703,-4,-193.2224792933039,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1134.8378358420505,-13,-1103.6679095114823,-13,-1142.1297037492523,-11,-1138.3339710223825,-13,-1174.3858728550251,-12,-1167.0403026623378,0,0.0,100669.1728179522,"{'Crncy_03': np.float64(1011.802542507311), 'Crncy_04': np.float64(-5162.626184227814), 'Crncy_02': np.float64(-2376.4185800471523), 'Crncy_01': np.float64(-293.7259719681251)}",0.0,1768.2436189167295
1991-05-23,114350.5366073305,-5,-340.3066374313049,-6,-502.3753936634321,-5,-474.0600526225955,-5,-345.71714828428384,-7,-584.2164086708027,-5,-437.7939798635128,-5,-941.9371637139236,-4,-444.88406847667073,-5,-466.8540377479126,-6,-566.5212666319896,-5,-415.18144635738975,-6,-316.2826718581306,-5,-484.2182938207773,-4,-329.9783460574778,-4,-192.5550400901582,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1133.618848653515,-13,-1109.1394276861438,-13,-1144.657435215712,-11,-1135.2253353431236,-13,-1169.9207614672475,-12,-1174.0871411976466,0,0.0,100641.00570247676,"{'Crncy_03': np.float64(1016.8220555780624), 'Crncy_04': np.float64(-5187.456159991573), 'Crncy_02': np.float64(-2388.099952934962), 'Crncy_01': np.float64(-284.1478979418889)}",0.0,1771.040768260474
1991-05-24,113424.06282484187,-5,-349.2806718956968,-6,-499.08779161476343,-5,-473.3567046560762,-5,-354.64244429266853,-7,-593.9981084186608,-5,-450.95114040513556,-5,-959.1967332989284,4,461.3895447812085,-5,-484.1448830153234,-5,-489.930822657756,-5,-423.4666416815943,-6,-326.21613772662636,-5,-498.07333351187856,-4,-339.02173898821786,-4,-200.89797441436622,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1128.097247007718,-14,-1182.8426218855848,-13,-1143.1547000307753,-11,-1144.8679812476623,-13,-1174.1112889388828,-12,-1168.3608299829039,0,0.0,100501.75257395185,"{'Crncy_03': np.float64(1069.7276339462783), 'Crncy_04': np.float64(-5277.163668912053), 'Crncy_02': np.float64(-1434.326646286391), 'Crncy_01': np.float64(-339.1129005443179)}",0.0,1670.0557200141002
1991-05-27,113709.54559174608,-5,-347.04970270308047,-6,-504.9838749282154,-6,-579.8694318915125,-5,-351.8533276677598,-7,-598.1554479302453,-5,-445.39189410299844,-5,-964.8061292741755,4,456.97530684315984,-5,-488.4676418137316,-6,-583.7308826670585,-5,-424.6174083491577,-6,-337.62835757129017,-5,-495.586453674419,-4,-348.69606630947476,-4,-205.23632923481352,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-14,-1214.0631062920925,-14,-1186.7143629905443,-13,-1149.2120497750798,-11,-1147.1794029005007,-13,-1175.6965234854526,-12,-1172.9680510084108,0,0.0,100444.61445401922,"{'Crncy_03': np.float64(978.345813586473), 'Crncy_04': np.float64(-5419.843769978785), 'Crncy_02': np.float64(-1514.7980611296473), 'Crncy_01': np.float64(-262.8016237528143)}",0.0,1743.5121554758002
1991-05-28,113421.409490762,-5,-363.73055224708025,-6,-508.33414436010986,-5,-490.2372760518243,-5,-356.8739656658519,-7,-610.6271772829128,-5,-454.37944554665376,-5,-1000.6194134219754,4,462.34931604298447,-5,-484.1448830153234,-5,-498.8456845248299,-5,-432.6724039566707,-6,-330.9841755190822,-5,-508.3758778311546,-4,-367.8344618242956,-4,-213.74607460908362,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1139.6602722553769,-14,-1183.135659222627,-13,-1138.5529225145751,-11,-1139.9768891217095,-13,-1181.078519837532,-12,-1156.793120922589,0,0.0,100323.15588707372,"{'Crncy_03': np.float64(985.7855039970182), 'Crncy_04': np.float64(-5292.182181606131), 'Crncy_02': np.float64(-1445.4055973239806), 'Crncy_01': np.float64(-407.25394488077086)}",0.0,1721.1508791197862
1991-05-29,113797.6275365251,-5,-361.8545302646556,-6,-519.8404377452692,-6,-599.8955877914723,-5,-345.71714828428384,-7,-610.3825292377549,-5,-451.22894476030046,-5,-993.7156853726567,4,458.7026208479008,-5,-490.6290781908023,-5,-503.8845911924849,-5,-436.58487147684974,-6,-337.5403506594063,-5,-515.4810349212825,-4,-368.8859144701981,-4,-212.24438515273008,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-14,-1223.2721869246955,-14,-1183.5831001685847,-14,-1221.6254351914774,-12,-1238.5700015664038,-13,-1172.4051814393429,-12,-1161.0659797415433,0,0.0,100307.92318282081,"{'Crncy_03': np.float64(1162.7632821296722), 'Crncy_04': np.float64(-5514.179969488556), 'Crncy_02': np.float64(-1616.5025605191981), 'Crncy_01': np.float64(-321.26322079416445)}",0.0,1757.8062591270357
1991-05-30,114160.7749675777,-4,-275.93629507010434,-6,-515.1146536185158,-5,-493.98000326272415,-5,-336.0946060148532,-7,-601.579074652025,-5,-439.27679291919327,-5,-942.3687948348952,-4,-448.53072333845193,-5,-473.33827090863576,-5,-488.7679579834201,-5,-419.7842811117491,-6,-323.13671131875356,-5,-507.3100959503116,-4,-351.43006299923456,-4,-203.56771729817078,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-13,-1147.817057495913,-13,-1100.9034645402544,-13,-1127.3913518591119,-11,-1126.4661498389514,-13,-1175.4336922517234,-12,-1150.9535851735757,0,0.0,100511.59362513713,"{'Crncy_03': np.float64(1120.6390714093418), 'Crncy_04': np.float64(-5184.818040681571), 'Crncy_02': np.float64(-2397.281865067109), 'Crncy_01': np.float64(-358.75520694170064)}",0.0,1752.4618335637817
1991-05-31,112012.94323379149,-4,-240.60766900270045,-5,-403.578271721032,-5,-464.2130867202028,-4,-259.95026599482134,-6,-493.2109052052032,-4,-334.81747297900307,-4,-716.2693250969393,-4,-438.35850316258467,-5,-453.88587530842125,-5,-460.4728861497506,-4,-303.79126827381293,-5,-253.96642734525392,-4,-385.66941731656846,-3,-242.12081722371596,-3,-138.6596378336543,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-10,-893.0719141288033,-11,-932.0427333507339,-11,-941.1523766258009,-9,-908.7964624948963,-10,-901.8006625708914,-10,-948.7607463279728,0,0.0,100897.74650895872,"{'Crncy_03': np.float64(841.1887162369953), 'Crncy_04': np.float64(-4397.599517399418), 'Crncy_02': np.float64(-1902.9518854093747), 'Crncy_01': np.float64(-130.20914276186704)}",0.0,1444.4429196918222
1991-06-03,112290.61657297231,-4,-254.15502920171625,-5,-406.66036439922834,-5,-471.2466922135583,-4,-273.8962263174432,-6,-502.64341345246976,-4,-346.45497682132736,-4,-757.6920925315842,-4,-444.692122290976,-5,-453.88587530842125,-5,-476.75229723925094,-4,-320.5458372488467,-5,-259.7610651985105,-4,-400.7323570014983,-3,-255.2126469491492,-3,-146.66887693165168,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-11,-979.6532113618443,-11,-940.720513748419,-11,-945.8712496675126,-10,-1005.4753094503806,-11,-985.0171158481096,-10,-960.2586944421854,0,0.0,100702.62060534823,"{'Crncy_03': np.float64(945.1208425409818), 'Crncy_04': np.float64(-4438.4044549778355), 'Crncy_02': np.float64(-2109.4513324935524), 'Crncy_01': np.float64(-168.2649281752257)}",0.0,1491.1318839145872
1991-06-04,111436.1629848562,-4,-261.0909841933385,-5,-406.3179899020941,-5,-473.3567046560762,-4,-269.9913139177494,-6,-509.3508349637006,-4,-344.45360384171704,-4,-745.2651575272732,4,446.9952748528011,-5,-458.2086720920738,-5,-481.01587399678186,-4,-321.9266830368366,-5,-257.93984880480497,-4,-401.58498250617265,-3,-264.361293741291,-3,-147.79515447050065,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-11,-965.4352493771744,-11,-936.8785891504733,-11,-947.5545917299054,-10,-1011.395289318238,-11,-976.4366633618524,-10,-970.4209471892353,0,0.0,100732.37783193172,"{'Crncy_03': np.float64(938.6636937289016), 'Crncy_04': np.float64(-4450.677343524663), 'Crncy_02': np.float64(-1207.4015924516043), 'Crncy_01': np.float64(-176.24858055024367)}",0.0,1401.0117170215142
1991-06-05,111501.19825068618,-3,-181.30755517734548,-5,-402.1245249018425,-5,-471.2466922135583,-4,-273.33828895583326,-6,-499.28962833574633,-4,-333.55743677868713,-4,-716.2693250969393,-3,-320.42009554354314,-5,-453.88587530842125,-4,-362.7968015059089,-4,-297.71542435506507,-5,-258.60208099535475,-4,-387.37463505662186,-3,-248.58795360430202,-3,-138.1590688778788,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-10,-884.6972130644021,-10,-853.9885567490843,-10,-852.5874167274827,-9,-898.5233689497644,-10,-883.2456893145492,-9,-868.7601698347681,0,0.0,100914.72044933909,"{'Crncy_03': np.float64(874.6931648758565), 'Crncy_04': np.float64(-4161.195316730512), 'Crncy_02': np.float64(-1856.5478465431459), 'Crncy_01': np.float64(-201.62538830924666)}",0.0,1380.2276664921364
1991-06-06,111148.16855641449,-3,-155.14570188937668,-5,-387.9967954065835,-5,-456.47632200257027,-4,-278.4705512688505,-5,-405.2448624530193,-4,-330.7406130355601,-4,-705.5684655454402,-3,-317.82900353652474,-4,-345.8177866058862,-4,-341.4011677424915,-4,-287.68116573915773,-5,-249.66193226480635,-4,-374.0168798424499,-3,-238.49294447824468,-3,-132.90300604627376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-814.0534927454877,-10,-853.4926797407046,-10,-833.5033267050935,-9,-878.9214153101866,-9,-794.9878310911829,-9,-849.2428037602117,0,0.0,101116.51980920439,"{'Crncy_03': np.float64(900.0523754761355), 'Crncy_04': np.float64(-3976.191646485856), 'Crncy_02': np.float64(-1766.522396155905), 'Crncy_01': np.float64(-164.78553069160955)}",0.0,1282.9417030030684
1991-06-07,110880.54064638301,-3,-165.1845508091228,-5,-392.6199468756709,-4,-370.24516296099586,-4,-260.50813318004475,-5,-405.2448624530193,-4,-331.1112157795171,-4,-712.817373760682,-3,-318.26094295429135,-4,-356.1923469456749,-4,-348.22295998966115,-3,-230.67425371784373,-5,-248.33749619995896,-4,-382.54310161989855,-3,-244.96002198104134,-3,-132.90300604627376,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-831.1558935216203,-10,-850.3745977146281,-10,-834.0884546771006,-8,-784.6786175586183,-9,-815.237821880304,-9,-828.7295193569262,0,0.0,101036.45036640012,"{'Crncy_03': np.float64(802.5351471035374), 'Crncy_04': np.float64(-3880.587524730955), 'Crncy_02': np.float64(-1675.3402052794636), 'Crncy_01': np.float64(-146.43279236681474)}",0.0,1259.1251888476695
1991-06-10,110880.54064638301,-3,-159.8609366289371,-5,-393.1334837177866,-4,-364.6183288975761,-4,-267.87149580792584,-5,-409.61175982915455,-4,-336.3137351954609,-4,-749.0622141909412,-3,-322.0034398256875,-4,-345.8177866058862,-4,-346.05241813447446,-3,-234.60973657137396,-5,-248.5029763779028,-4,-385.95350383070985,-3,-246.06411791258608,-3,-133.0281665667393,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-827.0602464921241,-10,-847.6421044048486,-10,-832.9785934664244,-8,-786.1606582662904,-9,-812.7527847601608,-9,-830.1573041142001,0,0.0,101001.28485478583,"{'Crncy_03': np.float64(767.3047077093684), 'Crncy_04': np.float64(-3862.850577584625), 'Crncy_02': np.float64(-1691.7674711826403), 'Crncy_01': np.float64(-155.19075903524583)}",0.0,1270.4416404573637
1991-06-11,110572.8240385161,-2,-124.96836027821216,-5,-407.4690087326914,-4,-374.6157034929835,-4,-286.50313346338186,-5,-406.46764824981625,-4,-344.0912396318787,-3,-582.2492777303974,-3,-333.2311119397365,-4,-351.00514274626937,-4,-368.99850341277954,-3,-253.18238700825714,-4,-200.39178366564533,-4,-400.44810414087954,-3,-259.9446941298844,-3,-145.54258894621898,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-831.6771555369919,-10,-844.8325269762892,-10,-833.8581308940177,-8,-789.6079795871026,-9,-820.8736480653909,-9,-822.8124847422923,0,0.0,100790.05342514499,"{'Crncy_03': np.float64(961.6559688753057), 'Crncy_04': np.float64(-3834.9847812501885), 'Crncy_02': np.float64(-1740.2780931828024), 'Crncy_01': np.float64(-225.50178201134668)}",0.0,1227.5192998503253
1991-06-12,110572.8240385161,-2,-114.36165405477593,-5,-418.4748745232832,-4,-386.5630622749366,-4,-283.71395543413485,-5,-403.1487880667937,-4,-341.90146352142847,-3,-595.4527371406388,-3,-330.9280299611903,-4,-364.83791012478457,-4,-372.71946206529384,-3,-254.63235300938703,-4,-208.20614050388434,-4,-403.0059806549027,-3,-261.99528977685316,-3,-140.6619554430915,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-816.5480700016117,-10,-845.4605481882919,-10,-841.9428164279633,-8,-796.6714172360931,-9,-813.1506352119757,-9,-838.6806229683023,0,0.0,100739.76627192649,"{'Crncy_03': np.float64(966.0822275485298), 'Crncy_04': np.float64(-3904.165975011446), 'Crncy_02': np.float64(-1724.3023879661664), 'Crncy_01': np.float64(-218.2175211262961)}",0.0,1239.512500852585
1991-06-13,110488.57657747951,-2,-101.05766737218718,-5,-406.1468026535269,-4,-374.18401223603377,-4,-276.57371862742707,-5,-395.81244509155135,-4,-332.7650276524264,-3,-590.2749972325341,-3,-324.4505721934349,-4,-354.4632890086049,-4,-362.7968015059089,-3,-248.48748164385694,-4,-200.5242357670057,-4,-398.174480487475,-3,-259.9446941298844,-3,-142.6642730525287,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-9,-833.47677595314,-9,-759.5460443111792,-10,-824.4659766191666,-8,-781.5398521417364,-9,-814.2441453024854,-9,-820.168551305255,0,0.0,100886.81473319216,"{'Crncy_03': np.float64(970.3080628612067), 'Crncy_04': np.float64(-3739.4989119007723), 'Crncy_02': np.float64(-1789.2599022569857), 'Crncy_01': np.float64(-209.86974735783542)}",0.0,1210.2002508370797
1991-06-14,110154.98833323801,-2,-99.19185550857262,-5,-405.2907418927622,-4,-372.49580095696086,-3,-201.82408165864697,-5,-377.9956062500015,-4,-325.74271123593275,-3,-574.7414033156579,-3,-313.3668899686339,-4,-347.5469357075428,-4,-357.21536352713747,-3,-243.6544007896272,-4,-200.1268568099227,-4,-393.9113862333984,-3,-251.584852707397,-3,-138.0339292505809,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-8,-729.6486709008793,-9,-758.2271493292546,-9,-745.5389854633808,-8,-786.6128097606656,-9,-807.118581312388,-8,-738.9635205782251,0,0.0,100986.15580008045,"{'Crncy_03': np.float64(930.126147935065), 'Crncy_04': np.float64(-3568.189990738049), 'Crncy_02': np.float64(-1598.968014195504), 'Crncy_01': np.float64(-365.6909588142869)}",0.0,1173.1165921764582
1991-06-17,109449.49258474508,-2,-93.53360177275614,-5,-389.5378292938887,-4,-361.80491186586625,-3,-202.91185951108463,-4,-280.45741335216485,-4,-311.6226515049192,-3,-536.9430899886339,-3,-300.5557223225569,-4,-338.90146369301965,-3,-250.00426592019284,-3,-237.5786032540583,-4,-196.55074068519895,-3,-279.4468863183183,-3,-232.8145938413832,-3,-128.64812291255492,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,-7,-652.9800646474843,-8,-674.6408128045379,-8,-658.1242306947936,-7,-682.8625733021423,-8,-727.9928934860086,-8,-723.2205001819208,0,0.0,101188.35975339159,"{'Crncy_03': np.float64(908.0413264491968), 'Crncy_04': np.float64(-3342.7804892192257), 'Crncy_02': np.float64(-1476.2920584836493), 'Crncy_01': np.float64(-230.28053498291843)}",0.0,1053.5336670390395
